734142,105.3229
734143,105.2997
734144,105.3409
734145,105.3476
734146,105.2521
734149,105.3203
734150,105.3311
734151,105.3435
734152,105.3437
734153,105.3635
734156,105.3918
734157,105.3627
734158,105.4733
734159,105.4786
734160,105.9795
734163,105.8926
734164,105.9949
734165,106.1661
734166,106.4657
734167,106.4844
734170,104.6934
734171,104.7376
734172,104.9073
734173,105.0017
734174,105.7702
734177,106.0734
734178,106.0509
734179,105.6915
734180,105.5402
734181,105.6459
734191,105.3819
734192,105.5605
734193,105.4191
734194,105.4322
734195,105.7978
734198,105.8108
734199,106.0611
734200,106.1687
734201,106.1963
734202,106.2143
734205,106.2158
734206,106.2297
734207,106.1173
734208,106.1923
734209,106.128
734212,106.1377
734213,106.2496
734214,106.5376
734215,106.7513
734216,106.9142
734219,106.6921
734220,106.8388
734221,106.8045
734222,106.8122
734223,106.7923
734226,106.6192
734227,106.4158
734228,106.3504
734229,106.3696
734230,106.3266
734234,106.282
734235,105.9938
734236,105.8935
734237,105.9608
734240,106.0452
734241,106.2479
734242,106.3344
734243,106.4391
734244,106.51
734247,106.8349
734248,107.0932
734249,107.0315
734250,107.1035
734251,107.2195
734254,107.2648
734255,107.3853
734256,107.4718
734257,107.8826
734258,107.9049
734262,107.5851
734263,107.6545
734264,107.6541
734265,108.2522
734268,108.5691
734269,108.5353
734270,109.1574
734271,109.1048
734272,109.1615
734275,109.4701
734276,109.914
734277,110.0321
734278,110.0745
734279,109.9046
734282,109.3258
734283,109.6356
734284,109.7105
734285,109.5739
734286,109.6094
734289,109.63
734290,109.321
734291,109.2819
734292,109.587
734293,109.6843
734296,109.7079
734297,109.5967
734298,109.3976
734299,109.1303
734300,109.1869
734306,109.0646
734307,109.1677
734310,109.1214
734311,109.2456
734312,109.2722
734313,109.2438
734314,109.2628
734317,109.3885
734318,109.9232
734319,110.1919
734320,110.2449
734321,110.2632
734324,110.2401
734325,110.1775
734326,110.377
734327,110.5568
734328,110.356
734331,110.3917
734332,110.4955
734333,110.6222
734334,110.6675
734335,110.8639
734338,110.8089
734339,110.6186
734340,110.5491
734341,110.5775
734342,110.5086
734345,110.3981
734346,110.4413
734347,110.3897
734348,110.3508
734349,110.2218
734352,108.0907
734353,107.9596
734354,108.0911
734355,108.1905
734356,108.329
734359,108.3748
734360,108.4169
734361,108.4785
734362,108.617
734363,108.6609
734366,108.6155
734367,108.5798
734368,108.6183
734369,108.6337
734370,108.6369
734373,108.7118
734374,108.7805
734375,108.8333
734376,108.8668
734377,108.7602
734380,108.4958
734381,108.566
734382,108.6093
734383,108.657
734384,108.8138
734387,108.786
734388,108.743
734389,108.7611
734390,108.7354
734391,108.7306
734394,108.0958
734395,107.9719
734396,108.0506
734397,107.9801
734398,108.0347
734401,108.0928
734402,107.8945
734408,107.7901
734409,107.7692
734410,107.9014
734411,107.9641
734419,107.9532
734422,107.5929
734423,107.4181
734424,107.547
734425,107.296
734426,107.1396
734429,106.926
734430,106.8864
734431,106.228
734432,105.5825
734433,105.6628
734436,105.6938
734437,105.6393
734438,105.8752
734439,105.9928
734440,106.0687
734443,106.078
734444,105.9216
734445,105.7243
734446,105.2221
734447,105.1341
734450,104.2134
734451,104.2996
734452,103.9647
734453,103.8509
734454,103.9456
734457,103.9949
734458,104.4501
734459,104.9727
734460,105.2915
734461,104.8268
734464,104.2358
734465,103.5806
734466,102.7616
734467,102.93
734468,103.13
734471,103.2361
734472,103.4345
734473,103.4144
734474,104.0331
734475,104.1604
734478,104.1602
734479,104.3112
734480,104.0838
734481,103.7189
734482,103.6992
734485,104.0595
734486,104.033
734487,104.3783
734488,104.3855
734489,104.3873
734492,104.5099
734493,104.4674
734494,104.3576
734495,104.2486
734496,104.0422
734499,104.0148
734500,103.8583
734501,103.9231
734502,104.2184
734503,104.3074
734507,104.1725
734508,104.347
734509,104.6655
734510,104.6725
734513,104.8926
734514,104.7669
734515,104.7579
734516,104.7822
734517,104.6897
734520,104.5138
734521,104.4112
734522,104.4706
734523,104.4478
734524,104.4569
734527,104.3922
734528,104.3507
734529,104.4055
734530,104.6098
734531,104.4495
734534,102.3845
734535,102.4997
734543,102.2392
734544,102.1316
734545,102.1786
734548,102.373
734549,102.3203
734550,102.2901
734551,102.1783
734552,102.2329
734555,102.2143
734556,102.1736
734557,102.25
734558,102.4936
734559,102.6522
734562,102.6834
734563,102.8451
734564,102.8623
734565,102.8298
734566,102.8549
734569,102.8889
734570,102.8537
734571,103.0663
734572,103.4218
734573,103.0316
734576,103.02
734577,103.1983
734578,103.869
734579,103.9977
734580,104.3692
734583,104.4698
734584,104.3541
734585,104.2295
734586,104.2723
734587,104.1298
734590,104.2178
734591,104.2569
734592,104.2828
734593,104.2968
734594,104.4657
734599,104.5587
734600,104.661
734601,104.5949
734604,104.6062
734605,104.542
734606,104.4525
734607,104.4751
734608,104.4624
734611,104.4375
734612,104.3946
734613,104.3726
734614,104.3199
734615,104.4453
734618,104.4418
734619,104.3253
734620,104.3462
734621,104.3817
734622,104.5602
734626,104.605
734627,104.7803
734628,104.8595
734629,105.2844
734632,105.4465
734633,105.4434
734634,105.4889
734635,105.731
734636,105.6345
734639,105.4597
734640,105.3284
734641,105.2479
734642,105.2402
734643,105.1871
734646,105.1844
734647,105.1805
734648,105.1963
734649,105.2019
734650,105.2213
734653,105.1948
734654,105.014
734655,104.8269
734656,104.8929
734657,104.9804
734661,105.0127
734662,104.8469
734663,104.8484
734664,104.8987
734667,104.8326
734668,104.8184
734669,104.6292
734670,104.2066
734671,104.1461
734674,104.2671
734675,104.318
734676,104.3433
734677,104.4734
734678,104.5934
734681,104.6223
734682,104.7142
734683,104.7932
734684,104.7517
734685,104.7763
734688,104.7661
734689,104.7661
734690,104.6557
734691,104.5055
734692,104.4587
734695,104.5472
734696,104.6875
734697,104.7073
734698,104.6998
734699,104.6733
734702,104.4633
734703,104.3698
734704,104.0767
734705,103.9074
734706,103.8793
734709,104.0075
734710,104.0625
734711,104.092
734712,103.9914
734713,104.1727
734716,102.08
734717,101.9996
734718,102.0736
734719,102.0564
734720,102.5341
734723,102.7164
734724,103.1727
734725,103.1277
734726,103.2331
734727,103.283
734730,103.2664
734731,103.2507
734732,103.169
734733,103.0016
734734,103.2966
734737,103.3548
734738,103.3873
734739,103.3686
734740,103.303
734741,103.3291
734744,102.9461
734745,102.446
734746,102.4584
734747,102.5309
734748,102.7095
734751,102.5165
734752,102.9275
734753,103.1377
734754,103.1973
734755,103.3654
734759,103.5099
734760,103.6383
734761,103.6402
734762,103.6546
734765,103.6989
734766,103.5953
734767,103.4385
734768,103.3941
734769,103.7105
734772,104.2397
734773,104.3688
734774,104.4256
734775,104.6099
734776,104.6665
734786,105.11
734787,105.5869
734788,105.4095
734789,105.1936
734790,105.786
734793,105.4898
734794,105.8808
734795,106.1945
734796,106.5895
734797,106.8843
734800,106.5657
734801,106.1789
734802,106.2826
734803,106.1702
734804,105.9258
734807,106.2761
734808,106.5454
734809,106.6246
734810,106.1628
734811,106.2901
734814,106.3485
734815,106.4648
734816,106.6039
734817,107.0951
734818,107.4235
734821,107.2601
734822,107.3374
734823,107.2912
734824,107.1674
734825,107.2305
734828,107.3614
734829,107.2927
734830,107.5449
734831,107.6553
734832,107.8887
734835,107.9694
734836,107.9213
734837,107.9527
734838,108.3694
734839,108.4088
734842,108.7214
734843,108.7092
734844,108.6134
734845,108.5972
734846,108.8039
734849,108.7914
734850,108.8466
734851,108.9258
734852,109.0235
734853,108.9215
734856,108.715
734857,108.5302
734858,108.3223
734859,108.4401
734860,108.2608
734863,108.3069
734864,108.4268
734865,108.5965
734866,108.8886
734867,109.1433
734872,109.1936
734873,109.2387
734874,109.1726
734877,108.9105
734878,108.9069
734879,108.6798
734880,108.6863
734881,108.866
734884,108.8542
734885,108.8388
734886,108.665
734887,108.9239
