734142,2.543281702425978
734143,2.528630856225603
734144,2.532628369700058
734145,2.489227456159164
734146,2.448651684706901
734149,2.516097967346644
734150,2.471274681366386
734151,2.424662407347165
734152,2.406792088108223
734153,2.420336501619182
734156,2.409699922192822
734157,2.433237491469966
734158,2.388762265680644
734159,2.365618057954197
734160,2.360140030502637
734163,2.3699786954477
734164,2.325606267978208
734165,2.284766693705379
734166,2.25230711666464
734167,2.25743738489296
734170,2.206397645229859
734171,2.240656619492631
734172,2.242888488555278
734173,2.263433264067678
734174,2.219873525744575
734177,2.218798516956452
734178,2.225494371317687
734179,2.251400572926861
734180,2.269658844486967
734181,2.281927255926981
734191,2.281483234365065
734192,2.222709021874266
734193,2.233271874307692
734194,2.280372182336259
734195,2.284040417281391
734198,2.306918248844324
734199,2.315508898392547
734200,2.309341682000404
734201,2.293413048097991
734202,2.277310724790391
734205,2.288722528502913
734206,2.297943766471778
734207,2.304478487831255
734208,2.301110580776447
734209,2.289925362736079
734212,2.246082440414674
734213,2.24661638091324
734214,2.286789587651047
734215,2.305159907582988
734216,2.300160499507123
734219,2.319096369240711
734220,2.304311633677068
734221,2.300972934554876
734222,2.265089738258788
734223,2.288184646942255
734226,2.34882043487338
734227,2.365136296520951
734228,2.355029756082423
734229,2.368352275888844
734230,2.376149811633367
734234,2.383100288555972
734235,2.360829709950786
734236,2.334675783613985
734237,2.335744317480031
734240,2.324159966824151
734241,2.346454068513916
734242,2.361657757025914
734243,2.361929150292384
734244,2.338530898157517
734247,2.248096267906438
734248,2.195998089660325
734249,2.210698026321976
734250,2.193388902928442
734251,2.175444687865543
734254,2.161870880918914
734255,2.109108643445228
734256,2.098957988241655
734257,2.120320300996887
734258,2.111408939515769
734262,2.10959777312591
734263,2.080542553582581
734264,2.049619276328278
734265,1.991944926773043
734268,2.003234514199253
734269,2.011919418643426
734270,1.989049675684192
734271,2.030752878240729
734272,2.029253861996831
734275,1.966347832209997
734276,1.956264885941569
734277,1.967926854422445
734278,1.955702974718294
734279,1.916861477437077
734282,2.005663137091343
734283,1.979559406456168
734284,1.968418156612455
734285,1.970628567706541
734286,1.99843518056274
734289,1.961612064010291
734290,1.927875081721277
734291,1.907490719366409
734292,1.923879961289197
734293,1.902872922219521
734296,1.874607575448379
734297,1.866244777943985
734298,1.896356258224381
734299,1.897130978004998
734300,1.905266534984136
734306,1.907147826516666
734307,1.900048206753855
734310,1.925964471934282
734311,1.944070419567218
734312,1.926899458148474
734313,1.936394666384244
734314,1.929699495391477
734317,1.937543649949749
734318,1.888556579090373
734319,1.840331612353579
734320,1.834534370908421
734321,1.82063726581723
734324,1.817463787250292
734325,1.838099267394336
734326,1.84298316946878
734327,1.859529674634209
734328,1.884078473242676
734331,1.906439121838871
734332,1.878328495920469
734333,1.896670409597605
734334,1.888802375190137
734335,1.850883790484937
734338,1.878202458808434
734339,1.927449878401151
