731946	5.38	5.43	5.3	5.34	305010	5.34	14.38213908315677
731947	NaN	NaN	NaN	5.34	NaN	5.34	14.38213908315677
731948	5.38	5.58	5.38	5.52	575290	5.52	14.866930288207
731949	NaN	NaN	NaN	5.52	NaN	5.52	14.866930288207
731950	NaN	NaN	NaN	5.52	NaN	5.52	14.866930288207
731951	5.52	5.57	5.35	5.56	832573	5.56	14.97466166710705
731952	5.58	5.9	5.44	5.89	2070420	5.89	15.86344554303247
731953	6	6.16	5.91	5.98	3432739	5.98	16.10584114555758
731954	5.99	6.03	5.8	5.96	1249059	5.96	16.05197545610756
731955	5.95	5.96	5.78	5.8	1235159	5.8	15.62104994050736
731956	NaN	NaN	NaN	5.8	NaN	5.8	15.62104994050736
731957	NaN	NaN	NaN	5.8	NaN	5.8	15.62104994050736
731958	5.72	5.78	5.67	5.72	1022271	5.72	15.40558718270725
731959	5.75	5.99	5.72	5.89	1235578	5.89	15.86344554303247
731960	6.1	6.1	5.89	5.99	1853594	5.99	16.1327739902826
731961	5.96	6.13	5.96	5.98	1214132	5.98	16.10584114555758
731962	5.99	6.15	5.92	6.13	1451969	6.13	16.50983381643277
731963	NaN	NaN	NaN	6.13	NaN	6.13	16.50983381643277
731964	NaN	NaN	NaN	6.13	NaN	6.13	16.50983381643277
731965	NaN	NaN	NaN	6.13	NaN	6.13	16.50983381643277
731966	NaN	NaN	NaN	6.13	NaN	6.13	16.50983381643277
731967	NaN	NaN	NaN	6.13	NaN	6.13	16.50983381643277
731968	NaN	NaN	NaN	6.13	NaN	6.13	16.50983381643277
731969	NaN	NaN	NaN	6.13	NaN	6.13	16.50983381643277
731970	NaN	NaN	NaN	6.13	NaN	6.13	16.50983381643277
731971	NaN	NaN	NaN	6.13	NaN	6.13	16.50983381643277
731972	NaN	NaN	NaN	6.13	NaN	6.13	16.50983381643277
731973	NaN	NaN	NaN	6.13	NaN	6.13	16.50983381643277
731974	NaN	NaN	NaN	6.13	NaN	6.13	16.50983381643277
731975	6.2	6.42	6.12	6.35	1802396	6.35	17.10235640038305
731976	6.4	6.76	6.4	6.5	3791540	6.5	17.50634907125824
